Provider_Number,Facility_Name,Address,City,State,County,Profit_or_Non_Profit,Chain_Owned,Chain_Organization,No_Dialysis_Stations,Patient_Transfusion_category_text,transfusion_summary,hypercalcemia_summary,Serum_phosphorus_summary,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,hospitalization_summary,hospital_readmission_summary,survival_summary,Patient_Infection_category_text,Fistula_Category_Text,fistula_summary,long_term_catheter_summary,Npcr_summary,SWR_category_text,PPPW_category_text
112595,FMC LAWRENCEVILLE,595 HURRICANE SHOALS RD NW,LAWRENCEVILLE,GA,GWINNETT,Profit,Yes,FRESENIUS MEDICAL CARE,0,As Expected,42,72,74,As Expected,As Expected,As Expected,49,32,182,Not Available,As Expected,16,16,0,Better than Expected,Better than Expected
112596,DAVITA SOUTHERN LANE DIALYSIS,1840 SOUTHERN LANE,DECATUR,GA,NA,Profit,Yes,DAVITA,16,As Expected,23,34,34,As Expected,As Expected,As Expected,29,28,118,As Expected,As Expected,35,35,0,Not Available,As Expected
112727,DAVITA LORING HEIGHTS DIALYSIS,1741 COMMERCE DR. NW,ATLANTA,GA,FULTON,Profit,Yes,DAVITA,20,As Expected,38,65,68,As Expected,As Expected,As Expected,49,44,213,As Expected,As Expected,69,69,0,Not Available,As Expected
102670,DAVITA LIGHTHOUSE POINT DIALYSIS,200 SW NATURA AVE,DEERFIELD BEACH,FL,BROWARD,Profit,Yes,DAVITA,16,As Expected,66,100,103,As Expected,As Expected,As Expected,76,77,350,As Expected,As Expected,103,103,0,As Expected,As Expected
102673,DAVITA WEST TALLAHASSEE DIALYSIS,5857 W TENNESSEE ST,TALLAHASSEE,FL,LEON,Profit,Yes,DAVITA,24,As Expected,105,159,158,As Expected,As Expected,Worse than Expected,120,145,537,As Expected,As Expected,126,126,0,As Expected,As Expected
102674,NEPHROLOGY CENTER OF CRESTVIEW,223 EAST REDSTONE AVE,CRESTVIEW,FL,OKALOOSA,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,70,84,93,As Expected,As Expected,As Expected,78,95,302,Better than Expected,As Expected,91,91,0,As Expected,As Expected
102675,DAVITA VENICE DIALYSIS CENTER,816 PINEBROOK RD,VENICE,FL,SARASOTA,Profit,Yes,DAVITA,23,As Expected,55,90,98,As Expected,As Expected,Worse than Expected,78,89,284,Better than Expected,As Expected,78,78,0,Not Available,As Expected
62533,DAVITA COMMERCE CITY DIALYSIS,6320 HOLLY ST,COMMERCE CITY,CO,ADAMS,Profit,Yes,DAVITA,18,As Expected,37,45,45,As Expected,As Expected,As Expected,41,27,169,As Expected,As Expected,45,45,0,Not Available,As Expected
82509,FRESENIUS KIDNEY CARE - FIRST STATE,608 FERRY CUT-OFF,NEW CASTLE,DE,NEW CASTLE,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,54,80,80,As Expected,As Expected,As Expected,68,81,360,As Expected,As Expected,80,80,0,Not Available,As Expected
82510,FRESENIUS KIDNEY CARE - REHOBOTH,"19339 COASTAL HIGHWAY, SUITE 100",REHOBOTH BEACH,DE,SUSSEX,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,47,74,79,As Expected,As Expected,As Expected,64,55,229,As Expected,As Expected,80,80,0,Not Available,As Expected
82511,FRESENIUS KIDNEY CARE - WILMINGTON,"ST. FRANCIS MEDICAL OFFICE BUILDING, SUITE 404",WILMINGTON,DE,NEW CASTLE,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,51,75,77,As Expected,As Expected,As Expected,58,68,248,Better than Expected,As Expected,77,77,0,Not Available,As Expected
82512,FRESENIUS KIDNEY CARE - SMYRNA,GATEWAY NORTH SHOPPING CENTER,SMYRNA,DE,KENT,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,48,71,73,As Expected,As Expected,As Expected,61,74,299,As Expected,As Expected,74,74,0,As Expected,As Expected
102565,HOMESTEAD ARTIFICIAL KIDNEY CENTER,99 NE 8TH ST,HOMESTEAD,FL,MIAMI-DADE,Profit,Yes,FRESENIUS MEDICAL CARE,25,As Expected,97,159,170,Worse than Expected,Worse than Expected,Worse than Expected,110,151,473,As Expected,As Expected,155,155,0,As Expected,As Expected
102822,DAVITA LAKE GRIFFIN EAST DIALYSIS,401 E NORTH AVE,LEESBURG,FL,LAKE,Profit,Yes,DAVITA,16,As Expected,25,39,39,As Expected,As Expected,As Expected,32,27,220,As Expected,As Expected,43,43,0,As Expected,As Expected
102823,DAVITA WINTER PARK HOME PD DIALYSIS,4100 METRIC DRIVE #200,WINTER PARK,FL,ORANGE,Profit,Yes,DAVITA,2,As Expected,43,77,81,Worse than Expected,Worse than Expected,Worse than Expected,48,78,182,Not Available,Not Available,0,0,0,As Expected,As Expected
102824,DSI SOUTH TAMPA LLC,731 WEST LUMSDEN,BRANDON,FL,HILLSBOROUGH,Profit,Yes,NATIONAL RENAL INSTITUTES,25,As Expected,82,119,122,As Expected,As Expected,As Expected,99,96,460,Better than Expected,As Expected,106,106,0,As Expected,As Expected
102825,DAVITA OCALA REGIONAL KIDNEY CENTERS HOME DIALYSIS DIVISION PD,2860 SE 1ST AVE,OCALA,FL,MARION,Profit,Yes,DAVITA,10,As Expected,99,130,139,As Expected,As Expected,As Expected,111,111,445,Not Available,As Expected,31,31,0,As Expected,As Expected
102826,FRESENIUS KIDNEY CARE DAYTONA,720 CLYDE MORRIS BLVD,DAYTONA BEACH,FL,VOLUSIA,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,37,71,73,As Expected,As Expected,As Expected,54,51,241,As Expected,As Expected,65,65,0,As Expected,As Expected
112707,US RENAL CARE HAWKINSVILLE,292 INDUSTRIAL BLVD,HAWKINSVILLE,GA,PULASKI,Profit,Yes,"US RENAL CARE, INC.",16,As Expected,69,85,87,As Expected,As Expected,As Expected,76,65,314,As Expected,As Expected,89,89,0,Not Available,As Expected
112708,US RENAL CARE COVINGTON DIALYSIS,4179 BAKER ST,COVINGTON,GA,NEWTON,Profit,Yes,"US RENAL CARE, INC.",16,As Expected,59,86,83,As Expected,As Expected,As Expected,65,59,264,As Expected,As Expected,87,87,0,As Expected,As Expected
112709,DAVITA ELLIJAY DIALYSIS,449 INDUSTRIAL BLVD #240,ELLIJAY,GA,GILMER,Profit,Yes,DAVITA,5,As Expected,55,73,81,As Expected,As Expected,As Expected,68,67,222,As Expected,As Expected,80,80,0,As Expected,As Expected
112710,DAVITA EAST GEORGIA DIALYSIS,1989 STAMBUK LANE,STATESBORO,GA,BULLOCH,Profit,Yes,DAVITA,29,As Expected,124,149,155,As Expected,As Expected,Better than Expected,135,133,485,As Expected,As Expected,140,140,0,As Expected,As Expected
112711,DAVITA IRIS CITY DIALYSIS,521 NORTH EXPRESSWAY,GRIFFIN,GA,SPALDING,Profit,Yes,DAVITA,28,As Expected,85,117,120,As Expected,As Expected,As Expected,95,116,398,Better than Expected,As Expected,115,115,0,As Expected,As Expected
52848,FMC-RIVERSIDE,"3470 LA SIERRA AVENUE, SUITE E",RIVERSIDE,CA,RIVERSIDE,Profit,Yes,FRESENIUS MEDICAL CARE,26,As Expected,100,210,218,Worse than Expected,As Expected,Worse than Expected,114,153,412,As Expected,As Expected,217,217,0,As Expected,As Expected
52850,DAVITA ORANGEVALE DIALYSIS CENTER,9267 GREENBACK LANE #A2,ORANGEVALE,CA,SACRAMENTO,Profit,Yes,DAVITA,20,As Expected,66,119,132,As Expected,As Expected,Worse than Expected,83,115,339,As Expected,As Expected,130,130,0,As Expected,As Expected
52852,DAVITA CRESCENT HEIGHTS DIALYSIS CENTER,8151 BEVERLY BLVD.,LOS ANGELES,CA,LOS ANGELES,Profit,Yes,DAVITA,20,As Expected,91,135,146,As Expected,As Expected,Better than Expected,119,163,558,As Expected,As Expected,116,116,0,Better than Expected,Better than Expected
52820,FMC-RAI-W. FOOTHILL BLVD-GLENDORA,120 W. FOOTHILL BLVD.,GLENDORA,CA,LOS ANGELES,Profit,Yes,FRESENIUS MEDICAL CARE,32,As Expected,67,104,106,As Expected,As Expected,As Expected,73,63,325,Better than Expected,As Expected,105,105,0,As Expected,As Expected
52821,U.S. RENAL CARE GARDENA DIALYSIS - 190TH,"1149 W. 190TH STREET, SUITE 1004",GARDENA,CA,LOS ANGELES,Profit,Yes,"US RENAL CARE, INC.",21,As Expected,88,151,153,As Expected,As Expected,As Expected,100,104,503,Better than Expected,As Expected,128,128,0,As Expected,Better than Expected
112645,FRESENIUS MEDICAL CARE CLAYTON COUNTY,181 UPPER RIVERDALE RD,RIVERDALE,GA,CLAYTON,Profit,Yes,FRESENIUS MEDICAL CARE,31,As Expected,119,167,179,As Expected,As Expected,As Expected,133,160,503,As Expected,As Expected,163,163,0,As Expected,As Expected
112646,DAVITA SNAPFINGER DIALYSIS,5255 SNAPFINGER PARK DRIVE SUITE 115,DECATUR,GA,NA,Profit,Yes,DAVITA,24,As Expected,52,104,107,As Expected,As Expected,As Expected,60,58,364,As Expected,As Expected,83,83,0,As Expected,As Expected
112648,DSI SAVANNAH DRAYTON DIALYSIS,1020 DRAYTON STREET,SAVANNAH,GA,CHATHAM,Profit,Yes,"US RENAL CARE, INC.",27,As Expected,53,64,65,As Expected,As Expected,As Expected,55,62,252,As Expected,As Expected,62,62,0,Not Available,As Expected
112649,NEPHROLOGY CENTERS OF AMERICA LOUISVILLE,817 PEACHTREE STREET,LOUISVILLE,GA,JEFFERSON,Profit,Yes,AMERICAN RENAL ASSOCIATES,21,As Expected,27,85,87,As Expected,As Expected,As Expected,67,46,255,As Expected,As Expected,87,87,0,As Expected,As Expected
112651,DAVITA MCDONOUGH DIALYSIS CENTER,114 DUNN STREET,MCDONOUGH,GA,HENRY,Profit,Yes,DAVITA,24,As Expected,76,107,107,As Expected,As Expected,As Expected,90,106,365,Better than Expected,As Expected,110,110,0,As Expected,As Expected
112526,DAVITA DOUGLASVILLE DIALYSIS,3899 LONGVIEW DRIVE,DOUGLASVILLE,GA,DOUGLAS,Profit,Yes,DAVITA,20,As Expected,90,130,135,As Expected,As Expected,As Expected,112,109,377,Better than Expected,As Expected,114,114,0,As Expected,As Expected
112527,DAVITA WASHINGTON DIALYSIS CENTER,154 WASHINGTON PLAZA,WASHINGTON,GA,WILKES,Profit,Yes,DAVITA,25,As Expected,56,70,73,As Expected,As Expected,As Expected,63,53,227,As Expected,As Expected,72,72,0,Not Available,As Expected
112528,DAVITA AMERICUS DIALYSIS,227 N LEE STREET,AMERICUS,GA,SUMTER,Profit,Yes,DAVITA,19,As Expected,79,100,102,As Expected,As Expected,As Expected,84,60,309,As Expected,As Expected,93,93,0,As Expected,As Expected
112530,COLUMBUS HOME DIALYSIS,2821 WARM SPRINGS ROAD,COLUMBUS,GA,MUSCOGEE,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",27,As Expected,29,46,49,As Expected,As Expected,As Expected,38,39,176,Not Available,Not Available,1,1,0,Not Available,As Expected
112531,"BMA OF WARNER ROBINS, INC.",118 OSIGIAN BLVD,WARNER ROBINS,GA,HOUSTON,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,81,119,128,As Expected,As Expected,As Expected,101,116,393,As Expected,As Expected,112,112,0,As Expected,As Expected
112712,"FRESENIUS MEDICAL CARE HONEYCREEK DIALYSIS, LLC",11415 BROWN BRIDGE ROAD,COVINGTON,GA,NEWTON,Profit,Yes,FRESENIUS MEDICAL CARE,11,As Expected,62,94,96,As Expected,As Expected,As Expected,68,69,252,As Expected,As Expected,65,65,0,As Expected,Better than Expected
102733,DAVITA LAKEWOOD RANCH DIALYSIS,8470 COOPER CREEK BLVD,UNIVERSITY PARK,FL,MANATEE,Profit,Yes,DAVITA,12,As Expected,39,49,53,As Expected,As Expected,As Expected,45,34,209,As Expected,As Expected,54,54,0,Not Available,As Expected
102736,BMA - SOUTH COLLIER,12703 TAMIAMI TRAIL EAST # 121,NAPLES,FL,COLLIER,Profit,Yes,FRESENIUS MEDICAL CARE,16,Not Available,18,32,37,As Expected,As Expected,As Expected,25,14,118,As Expected,As Expected,35,35,0,Not Available,As Expected
102737,DAVITA FOUR FREEDOMS DIALYSIS,289A SW RANGE AVE,MADISON,FL,MADISON,Profit,Yes,DAVITA,14,As Expected,43,61,63,As Expected,As Expected,As Expected,51,42,179,Better than Expected,As Expected,62,62,0,Not Available,As Expected
102738,DAVITA DADELAND DIALYSIS,9175 SW 87TH AVE,MIAMI,FL,MIAMI-DADE,Profit,Yes,DAVITA,18,As Expected,18,23,24,As Expected,As Expected,As Expected,20,22,116,As Expected,As Expected,24,24,0,Not Available,As Expected
52822,DAVITA OAKLAND PERITONEAL DIALYSIS CENTER,5352 CLAREMONT AVE,OAKLAND,CA,ALAMEDA,Profit,Yes,DAVITA,0,As Expected,23,49,50,As Expected,As Expected,Worse than Expected,30,30,110,Not Available,As Expected,14,14,0,Not Available,Better than Expected
52825,FMC WOODLAND,35 WEST MAIN STREET,WOODLAND,CA,YOLO,Profit,No,INDEPENDENT,13,As Expected,61,85,85,As Expected,As Expected,As Expected,68,48,273,As Expected,As Expected,86,86,0,As Expected,As Expected
52826,DAVITA NORTH HIGHLANDS DIALYSIS CENTER,4612 ROSEVILLE ROAD SUITE 100,NORTH HIGHLANDS,CA,SACRAMENTO,Profit,Yes,DAVITA,24,As Expected,94,177,181,As Expected,As Expected,As Expected,106,101,421,As Expected,As Expected,168,168,1,As Expected,As Expected
52827,U.S. RENAL CARE PANORAMA CITY DIALYSIS,14600 ROSCOE BLVD.,PANORAMA CITY,CA,LOS ANGELES,Profit,Yes,"US RENAL CARE, INC.",36,As Expected,156,258,267,As Expected,As Expected,Better than Expected,163,175,582,Better than Expected,As Expected,259,259,0,As Expected,As Expected
52828,DAVITA LOS ANGELES DOWNTOWN DIALYSIS,2021 S. FLOWER STREET,LOS ANGELES,CA,LOS ANGELES,Profit,Yes,DAVITA,27,As Expected,70,127,133,As Expected,As Expected,As Expected,78,102,409,As Expected,As Expected,134,134,0,Worse than Expected,As Expected
112766,FMC BULLOCH COUNTY,1355 BRAMPTON AVE,STATESBORO,GA,BULLOCH,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,60,76,80,As Expected,As Expected,As Expected,70,65,242,As Expected,As Expected,76,76,0,As Expected,As Expected
112767,FMC DIALYSIS SERVICES OF HOUSTON COUNTY,816 DUKE AVENUE,WARNER ROBINS,GA,HOUSTON,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,53,73,74,As Expected,As Expected,As Expected,64,64,234,As Expected,As Expected,75,75,2,As Expected,As Expected
112768,FMS TOOMBS COUNTY DIALYSIS,105 MELVIN PAGE DR,VIDALIA,GA,TOOMBS,Profit,Yes,FRESENIUS MEDICAL CARE,11,As Expected,41,85,88,As Expected,As Expected,Worse than Expected,59,38,262,As Expected,As Expected,74,74,0,As Expected,As Expected
112769,HOGANSVILLE DIALYSIS CLINIC,1002 WILLIAMS ST,HOGANSVILLE,GA,TROUP,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,24,32,34,As Expected,As Expected,As Expected,26,32,121,As Expected,As Expected,34,34,0,Not Available,As Expected
112770,"US RENAL CARE,INC",105 PROFESSIONAL PLACE,CALHOUN,GA,GORDON,Profit,Yes,"US RENAL CARE, INC.",15,As Expected,36,45,49,As Expected,As Expected,As Expected,45,35,205,As Expected,As Expected,49,49,0,Not Available,As Expected
112532,DAVITA JESUP DIALYSIS,301 PEACHTREE ST,JESUP,GA,WAYNE,Profit,Yes,DAVITA,16,As Expected,73,88,97,As Expected,As Expected,As Expected,82,75,299,As Expected,As Expected,97,97,0,Not Available,As Expected
112680,UNION COUNTY DIALYSIS,72 APPALACHIAN AVENUE,BLAIRSVILLE,GA,UNION,Profit,No,INDEPENDENT,17,As Expected,35,55,62,As Expected,As Expected,Worse than Expected,47,54,196,As Expected,As Expected,51,51,0,Not Available,As Expected
112681,DAVITA CUMMING DIALYSIS,911 MARKET PLACE BLVD,CUMMING,GA,FORSYTH,Profit,Yes,DAVITA,12,As Expected,35,46,50,As Expected,As Expected,As Expected,39,39,159,As Expected,As Expected,50,50,0,As Expected,As Expected
112683,DAVITA PERRY DIALYSIS CENTER,D/B/A PERRY DIALYSIS CENTER,PERRY,GA,HOUSTON,Profit,Yes,DAVITA,11,As Expected,48,74,74,As Expected,As Expected,As Expected,61,58,239,As Expected,As Expected,76,76,0,Not Available,As Expected
112685,US RENAL CARE MURRAY COUNTY DIALYSIS,108 HOSPITAL DRIVE,CHATSWORTH,GA,MURRAY,Profit,Yes,"US RENAL CARE, INC.",10,As Expected,46,56,56,As Expected,As Expected,Better than Expected,52,36,187,As Expected,As Expected,57,57,0,Not Available,As Expected
102739,UNIVERSAL KIDNEY CENTER INC,4875 NE 20TH TERRACE,FORT LAUDERDALE,FL,BROWARD,Profit,No,INDEPENDENT,15,Not Available,6,12,9,As Expected,Not Available,As Expected,9,9,43,Not Available,As Expected,12,12,0,Not Available,Not Available
102740,DAVITA HUNTERS CREEK DIALYSIS,14050 TOWNLOOP BLVD #104A,ORLANDO,FL,ORANGE,Profit,Yes,DAVITA,15,As Expected,106,136,137,Worse than Expected,As Expected,As Expected,120,171,510,As Expected,As Expected,139,139,0,As Expected,As Expected
102848,DCI UNIVERSITY OF FLORIDA,3850 NW 83RD STREET STE 101,GAINESVILLE,FL,ALACHUA,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",12,As Expected,63,80,87,As Expected,As Expected,As Expected,75,90,257,As Expected,As Expected,87,87,0,As Expected,As Expected
102849,BRADENTON DIALYSIS CENTER LLC,5837 WEST 21ST AVENUE,BRADENTON,FL,MANATEE,Profit,Yes,AMERICAN RENAL ASSOCIATES,16,As Expected,67,90,99,As Expected,As Expected,As Expected,83,112,355,As Expected,As Expected,78,78,0,As Expected,As Expected
102850,DAVITA REGENCY DIALYSIS CENTER,9535 REGENCY SQUARE BLVD,JACKSONVILLE,FL,DUVAL,Profit,Yes,DAVITA,16,As Expected,44,59,64,As Expected,As Expected,Worse than Expected,46,50,244,As Expected,As Expected,62,62,0,As Expected,As Expected
102851,DAVITA INDIAN RIVER DIALYSIS CENTER,2150 45TH STREET,VERO BEACH,FL,INDIAN RIVER,Profit,Yes,DAVITA,16,As Expected,87,128,127,As Expected,As Expected,As Expected,111,122,481,As Expected,As Expected,113,113,0,As Expected,As Expected
52829,FMC-SANTA PAULA,242 E. HARVARD BLVD.,SANTA PAULA,CA,VENTURA,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,30,49,53,As Expected,As Expected,As Expected,31,31,137,Better than Expected,As Expected,52,52,0,As Expected,As Expected
52830,FMC-CALEXICO DESERT DIALYSIS,351 E. BIRCH ST,CALEXICO,CA,IMPERIAL,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,107,148,148,Better than Expected,As Expected,As Expected,123,56,496,Better than Expected,As Expected,152,152,0,As Expected,As Expected
52831,FMC DIABLO WEST ANTIOCH,2386 BUCHANAN ROAD,ANTIOCH,CA,CONTRA COSTA,Profit,Yes,FRESENIUS MEDICAL CARE,15,As Expected,66,86,87,As Expected,As Expected,Better than Expected,73,121,318,As Expected,As Expected,87,87,0,Not Available,As Expected
52832,KIDNEY INSTITUTE AT EISENHOWER MEDICAL CENTER,"PROBST BUILDING 39000 BOB HOPE DRIVE, SUITE 103",RANCHO MIRAGE,CA,RIVERSIDE,Profit,No,INDEPENDENT,20,As Expected,44,77,87,As Expected,As Expected,As Expected,61,57,291,As Expected,As Expected,87,87,0,As Expected,As Expected
52834,U.S. RENAL CARE OCEANSIDE DIALYSIS,2227 EL CAMINO REAL,OCEANSIDE,CA,SAN DIEGO,Profit,Yes,"US RENAL CARE, INC.",21,As Expected,91,159,172,As Expected,As Expected,Worse than Expected,100,99,409,As Expected,As Expected,124,124,0,As Expected,As Expected
112771,DAVITA SOUTHERN CRESCENT DIALYSIS CENTER,275 UPPER RIVERDALE RD SW STE B,RIVERDALE,GA,CLAYTON,Profit,Yes,DAVITA,20,As Expected,81,104,102,As Expected,As Expected,As Expected,92,96,359,As Expected,As Expected,106,106,0,As Expected,As Expected
102803,DAVITA ST PETERSBURG SOUTH DIALYSIS,2850 34TH STREET S,SAINT PETERSBURG,FL,PINELLAS,Profit,Yes,DAVITA,20,As Expected,55,86,87,As Expected,As Expected,As Expected,66,77,301,As Expected,As Expected,89,89,0,Not Available,As Expected
102804,RENAL CARE GROUP - DESTIN,7720 US HWY 98 W,MIRAMAR BEACH,FL,WALTON,Profit,Yes,FRESENIUS MEDICAL CARE,12,Worse than Expected,30,37,42,As Expected,As Expected,As Expected,31,28,139,As Expected,As Expected,42,42,0,Not Available,As Expected
102805,DAVITA EAST FT LAUDERDALE DIALYSIS CENTER,1301 S ANDREWS AVE,FORT LAUDERDALE,FL,BROWARD,Profit,Yes,DAVITA,18,As Expected,92,131,139,Worse than Expected,As Expected,As Expected,105,159,459,As Expected,As Expected,111,111,0,Worse than Expected,As Expected
102806,RENAL CARE GROUP - BREVARD,1355 PALM BAY RD,PALM BAY,FL,BREVARD,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,82,120,123,As Expected,As Expected,As Expected,105,118,392,As Expected,As Expected,113,113,0,As Expected,As Expected
112688,US RENAL CARE OF SOUTH GEORGIA,3564 NORTH CROSSING CIRCLE,VALDOSTA,GA,LOWNDES,Profit,Yes,"US RENAL CARE, INC.",21,As Expected,58,98,101,As Expected,As Expected,As Expected,78,91,318,As Expected,As Expected,103,103,0,As Expected,As Expected
112689,DAVITA NEWNAN DIALYSIS,242 BULLSBORO DR,NEWNAN,GA,COWETA,Profit,Yes,DAVITA,18,As Expected,77,107,107,As Expected,As Expected,As Expected,92,106,329,As Expected,As Expected,101,101,0,As Expected,As Expected
102708,DAVITA PINE ISLAND KIDNEY CENTER,1871 N PINE ISLAND RD,PLANTATION,FL,BROWARD,Profit,Yes,DAVITA,20,As Expected,57,96,98,As Expected,As Expected,As Expected,67,63,290,Better than Expected,As Expected,99,99,0,Not Available,As Expected
102709,BMA - BOYNTON BEACH,3451 W. WOOLBRIGHT RD,BOYNTON BEACH,FL,PALM BEACH,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,50,69,72,As Expected,As Expected,As Expected,59,58,242,As Expected,As Expected,74,74,0,As Expected,As Expected
102710,ATLANTIC KIDNEY CENTERS LLC,4700 CONGRESS AVE STE 106,WEST PALM BEACH,FL,PALM BEACH,Profit,Yes,AMERICAN RENAL ASSOCIATES,20,As Expected,60,83,84,As Expected,As Expected,As Expected,68,84,285,As Expected,As Expected,84,84,0,As Expected,As Expected
102853,SOUTHWEST FLORIDA DIALYSIS CENTER,520 MANATEE AVE EAST,BRADENTON,FL,MANATEE,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,87,125,134,As Expected,As Expected,Better than Expected,107,103,410,Better than Expected,As Expected,111,111,0,As Expected,As Expected
102854,RENAL CARE PARTNERS OF DELRAY BEACH LLC,15300 JOG ROAD,DELRAY BEACH,FL,PALM BEACH,Profit,Yes,RENAL CARE PARTNERS,20,As Expected,60,93,95,As Expected,As Expected,Better than Expected,83,65,335,Better than Expected,As Expected,88,88,0,Not Available,As Expected
112569,NEPHRON CORPORATION,605 OLD NORCROSS ROAD,LAWRENCEVILLE,GA,GWINNETT,Profit,No,INDEPENDENT,21,As Expected,56,81,63,As Expected,As Expected,As Expected,68,72,296,Not Available,As Expected,64,64,0,Better than Expected,As Expected
112571,DAVITA MILLEDGEVILLE DIALYSIS,400 SOUTH WAYNE STREET,MILLEDGEVILLE,GA,BALDWIN,Profit,Yes,DAVITA,12,As Expected,42,65,68,As Expected,As Expected,As Expected,48,63,196,As Expected,As Expected,67,67,0,Not Available,As Expected
112572,DAVITA EAST COBB DIALYSIS,4880 LOWER ROSWELL RD,MARIETTA,GA,COBB,Profit,Yes,DAVITA,13,As Expected,24,44,46,As Expected,As Expected,As Expected,31,39,98,As Expected,As Expected,44,44,0,Not Available,As Expected
52835,U.S. RENAL CARE CHULA VISTA BROADWAY DIALYSIS,"1181 BROADWAY, SUITE 5",CHULA VISTA,CA,SAN DIEGO,Profit,Yes,"US RENAL CARE, INC.",32,As Expected,122,244,252,As Expected,Better than Expected,As Expected,132,151,530,Better than Expected,As Expected,254,254,0,As Expected,As Expected
52836,TOIYABE DIALYSIS CENTER,44 TU SU LANE,BISHOP,CA,INYO,Non-Profit,No,INDEPENDENT,12,As Expected,25,40,41,As Expected,As Expected,As Expected,32,25,121,As Expected,Better than Expected,39,39,0,Not Available,As Expected
52837,U.S. RENAL CARE WESTSIDE DIALYSIS,300 S. ROBERTSON BLVD.,LOS ANGELES,CA,LOS ANGELES,Profit,Yes,"US RENAL CARE, INC.",24,As Expected,129,179,188,As Expected,As Expected,Better than Expected,153,175,692,As Expected,As Expected,147,147,0,As Expected,Better than Expected
52838,"LOMPOC ARTIFICIAL KIDNEY CENTER, LLC",127 W. PINE AVENUE,LOMPOC,CA,SANTA BARBARA,Profit,No,INDEPENDENT,18,As Expected,102,145,150,Better than Expected,As Expected,As Expected,121,85,462,Better than Expected,Better than Expected,138,138,0,As Expected,As Expected
